filename,width,height,label,xmin,ymin,xmax,ymax
frame310_jpg.rf.01e884736a925ba12d0c38fc2625b65f.jpg,1920,1080,bee,682,523,738,560
1_mp4-7_jpg.rf.01e5eb2804a39f6d79a019246c00bf9f.jpg,1920,1080,bee,633,427,707,562
frame251_jpg.rf.00e2916bae388d7e207e68143e6e913e.jpg,1920,1080,bee,722,547,779,578
istockphoto-179220568-612x612_jpg.rf.03e4aa11e5290be32183dcf599a5bdad.jpg,612,612,queen,237,189,445,496
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,456,245,496,302
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,98,388,132,435
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,698,407,747,430
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,416,537,451,576
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,919,541,960,604
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,158,561,197,598
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,810,560,835,607
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,pollenbee,773,587,814,611
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,833,590,859,622
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,1007,598,1045,645
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,1056,598,1095,653
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,742,610,794,644
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,pollenbee,824,616,867,654
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,770,619,812,655
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,413,616,442,670
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,765,647,803,689
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,658,661,690,712
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,605,684,646,732
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,677,687,714,745
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,132,898,152,914
Beehive---3-14-2022--2_47_11pm_mp4-166_jpg.rf.079c2c72f8aa56013b46fe50e05aed31.jpg,1920,1080,bee,316,939,370,988

frame148_jpg.rf.081a9146a154df349638a22d090067a2.jpg,1920,1080,bee,717,572,766,608
Beehive-3-21-2022--2_02_17pm---3-21-2022--2_02_47pm_mp4-4_jpg.rf.058254ef2f29e30e4733b44977ac1ba5.jpg,1920,1080,bee,687,477,753,504
Beehive-3-21-2022--2_02_17pm---3-21-2022--2_02_47pm_mp4-4_jpg.rf.058254ef2f29e30e4733b44977ac1ba5.jpg,1920,1080,bee,658,503,702,525
Beehive-3-21-2022--2_02_17pm---3-21-2022--2_02_47pm_mp4-4_jpg.rf.058254ef2f29e30e4733b44977ac1ba5.jpg,1920,1080,bee,743,558,789,586
Beehive-3-21-2022--2_02_17pm---3-21-2022--2_02_47pm_mp4-4_jpg.rf.058254ef2f29e30e4733b44977ac1ba5.jpg,1920,1080,bee,796,567,826,616
Beehive-3-21-2022--2_02_17pm---3-21-2022--2_02_47pm_mp4-4_jpg.rf.058254ef2f29e30e4733b44977ac1ba5.jpg,1920,1080,bee,820,571,863,619
Beehive-3-21-2022--2_02_17pm---3-21-2022--2_02_47pm_mp4-4_jpg.rf.058254ef2f29e30e4733b44977ac1ba5.jpg,1920,1080,bee,781,658,808,698

frame216_jpg.rf.082d60c0f99a6b2c0f0cb612c2990b14.jpg,1920,1080,bee,545,643,607,676

frame63_jpg.rf.0315a00a0d89684b4319024ab1c48e08.jpg,1920,1080,pollenbee,657,687,694,746
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,11,153,58,191
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,689,181,719,247
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,pollenbee,633,375,672,417
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,808,403,857,424
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,659,479,707,521
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,pollenbee,881,505,912,564
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,721,523,767,563
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,493,525,540,570
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,822,540,878,558
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,543,540,581,580
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,879,574,932,602
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,829,571,867,615
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,742,578,802,608
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,870,594,902,623
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,1002,594,1051,624
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,809,615,859,651
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,751,618,807,651
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,784,613,809,670
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,pollenbee,335,670,385,712
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,609,697,666,730
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,420,707,478,735
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,677,720,720,769
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,542,742,595,770
Beehive---3-14-2022--2_47_11pm_mp4-148_jpg.rf.0a0a495ebc0dd2cd3c35b99be740417a.jpg,1920,1080,bee,846,813,907,847

frame205_jpg.rf.06f56c8069b4681ace0e6d0c72b666e3.jpg,1920,1080,bee,603,619,661,648
Beehive---3-15-2022--10_41_13am_mp4-23_jpg.rf.048088e643fe17f2c16fbd2695d6effb.jpg,1920,1080,bee,852,436,898,483
Beehive---3-15-2022--10_41_13am_mp4-23_jpg.rf.048088e643fe17f2c16fbd2695d6effb.jpg,1920,1080,bee,996,477,1033,545
Beehive---3-15-2022--10_41_13am_mp4-23_jpg.rf.048088e643fe17f2c16fbd2695d6effb.jpg,1920,1080,pollenbee,1456,527,1501,584
Beehive---3-15-2022--10_41_13am_mp4-23_jpg.rf.048088e643fe17f2c16fbd2695d6effb.jpg,1920,1080,bee,1026,588,1046,623
Beehive---3-15-2022--10_41_13am_mp4-23_jpg.rf.048088e643fe17f2c16fbd2695d6effb.jpg,1920,1080,bee,789,588,818,630
Beehive---3-15-2022--10_41_13am_mp4-23_jpg.rf.048088e643fe17f2c16fbd2695d6effb.jpg,1920,1080,pollenbee,930,588,967,633
Beehive---3-15-2022--10_41_13am_mp4-23_jpg.rf.048088e643fe17f2c16fbd2695d6effb.jpg,1920,1080,bee,1194,777,1231,838
closeup-macro-of-bees-on-wax-frame-honeycomb-in-apiary-honey-bee-hive-with-selective-focus-2C6D0EM_jpg.rf.093c6e9d4b162eae7fe087b38f4ec234.jpg,1300,956,bee,50,459,316,656
Beehive---3-18-2022--2_36_16pm_mp4-3_jpg.rf.0b472e6f7cd3e1e58d6747610a46135c.jpg,1920,1080,bee,545,433,594,464
Beehive---3-18-2022--2_36_16pm_mp4-3_jpg.rf.0b472e6f7cd3e1e58d6747610a46135c.jpg,1920,1080,bee,551,443,582,484
Beehive---3-18-2022--2_36_16pm_mp4-3_jpg.rf.0b472e6f7cd3e1e58d6747610a46135c.jpg,1920,1080,bee,173,557,220,601
Beehive---3-18-2022--2_36_16pm_mp4-3_jpg.rf.0b472e6f7cd3e1e58d6747610a46135c.jpg,1920,1080,bee,995,571,1016,615
bees-in-slow-motion-pollinating-apple-blossoms_mp4-3_jpg.rf.0b49bf7ad968c8e76fff4ab06bbe273e.jpg,1280,720,bee,328,357,427,459
bee-flower-gty-jt-190708_hpMain_16x9_992_jpg.rf.0ecf83718ab00fe74cc79633d48091b1.jpg,992,558,bee,299,149,572,328
Beehive---3-15-2022--10_41_13am_mp4-48_jpg.rf.0d32e5cff91658c84ab23a51b370a7e4.jpg,1920,1080,bee,674,407,711,463
Beehive---3-15-2022--10_41_13am_mp4-48_jpg.rf.0d32e5cff91658c84ab23a51b370a7e4.jpg,1920,1080,bee,854,563,912,589
Beehive---3-15-2022--10_41_13am_mp4-48_jpg.rf.0d32e5cff91658c84ab23a51b370a7e4.jpg,1920,1080,bee,797,581,851,604
Beehive---3-15-2022--10_41_13am_mp4-48_jpg.rf.0d32e5cff91658c84ab23a51b370a7e4.jpg,1920,1080,bee,779,589,816,638
Beehive---3-15-2022--10_41_13am_mp4-48_jpg.rf.0d32e5cff91658c84ab23a51b370a7e4.jpg,1920,1080,bee,828,604,854,639
Beehive---3-15-2022--10_41_13am_mp4-48_jpg.rf.0d32e5cff91658c84ab23a51b370a7e4.jpg,1920,1080,bee,604,725,636,790
What-is-a-Drone-Honey-Bee_mp4-2_jpg.rf.0458efb0fe502f68e93f7310313b142e.jpg,1280,720,drone,599,274,758,360
frame51_jpg.rf.0a538d0fcce6e1f8b0f72370033359b6.jpg,1920,1080,pollenbee,302,865,346,924
What-is-a-Drone-Honey-Bee_mp4-10_jpg.rf.09989bed04eecce7b8cb8b487a8532ea.jpg,1280,720,drone,570,382,733,531
Beehive---3-15-2022--10_41_13am_mp4-9_jpg.rf.0bb7d440aeee43083f111ed9e299957d.jpg,1920,1080,pollenbee,846,541,878,604
Beehive---3-15-2022--10_41_13am_mp4-9_jpg.rf.0bb7d440aeee43083f111ed9e299957d.jpg,1920,1080,pollenbee,954,592,1000,625
Beehive---3-15-2022--10_41_13am_mp4-9_jpg.rf.0bb7d440aeee43083f111ed9e299957d.jpg,1920,1080,bee,845,594,877,643
Beehive---3-15-2022--10_41_13am_mp4-9_jpg.rf.0bb7d440aeee43083f111ed9e299957d.jpg,1920,1080,bee,766,600,802,651
Beehive---3-15-2022--10_41_13am_mp4-9_jpg.rf.0bb7d440aeee43083f111ed9e299957d.jpg,1920,1080,pollenbee,870,634,897,698
Beehive---3-15-2022--10_41_13am_mp4-9_jpg.rf.0bb7d440aeee43083f111ed9e299957d.jpg,1920,1080,bee,1128,651,1167,714
Beehive---3-15-2022--10_41_13am_mp4-9_jpg.rf.0bb7d440aeee43083f111ed9e299957d.jpg,1920,1080,bee,1201,733,1231,787
Beehive---3-15-2022--10_41_13am_mp4-9_jpg.rf.0bb7d440aeee43083f111ed9e299957d.jpg,1920,1080,bee,472,748,511,810
Beehive---3-17-2022--7_50_15am_mp4-11_jpg.rf.09ea2fe2999b6fa9debfaf42d163df31.jpg,1920,1080,bee,723,600,765,644
Beehive---3-17-2022--7_50_15am_mp4-11_jpg.rf.09ea2fe2999b6fa9debfaf42d163df31.jpg,1920,1080,bee,585,620,630,649
Beehive---3-17-2022--7_50_15am_mp4-11_jpg.rf.09ea2fe2999b6fa9debfaf42d163df31.jpg,1920,1080,bee,1396,674,1445,713
Beehive---3-15-2022--1_32_25pm_mp4-1_jpg.rf.0db10dd8b3d9e0912d4c4ca4930056d3.jpg,1920,1080,bee,857,584,891,611
Beehive---3-15-2022--1_32_25pm_mp4-1_jpg.rf.0db10dd8b3d9e0912d4c4ca4930056d3.jpg,1920,1080,bee,832,584,857,616
Beehive---3-15-2022--1_32_25pm_mp4-1_jpg.rf.0db10dd8b3d9e0912d4c4ca4930056d3.jpg,1920,1080,bee,564,580,601,620
Beehive---3-15-2022--1_32_25pm_mp4-1_jpg.rf.0db10dd8b3d9e0912d4c4ca4930056d3.jpg,1920,1080,pollenbee,769,584,816,619
Beehive---3-15-2022--1_32_25pm_mp4-1_jpg.rf.0db10dd8b3d9e0912d4c4ca4930056d3.jpg,1920,1080,bee,912,590,955,617
Beehive---3-15-2022--1_32_25pm_mp4-1_jpg.rf.0db10dd8b3d9e0912d4c4ca4930056d3.jpg,1920,1080,bee,844,606,877,643
Beehive---3-15-2022--1_32_25pm_mp4-1_jpg.rf.0db10dd8b3d9e0912d4c4ca4930056d3.jpg,1920,1080,bee,726,656,763,699
Beehive---3-15-2022--1_32_25pm_mp4-1_jpg.rf.0db10dd8b3d9e0912d4c4ca4930056d3.jpg,1920,1080,pollenbee,814,924,846,993
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,329,155,351,170
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,227,153,270,182
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,329,183,349,196
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,116,203,140,222
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,274,244,302,263
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,480,236,505,274
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,pollenbee,176,241,217,269
MACBEES_7-max-752x423_jpg.rf.0eb23a4c871e4f049b0758dba2514dd8.jpg,637,423,bee,411,259,431,268
